Unnamed: 0,№,Title,Artist(s),lyrics,genres
74,75,"""If It Makes You Happy""",Sheryl Crow,"37 ContributorsIf It Makes You Happy Lyrics“If It Makes You Happy” is Sheryl Crow’s lead single off her 1996 self-titled album. The song, for which Crow who won Best Female Rock Vocal Performance at the 1997 Grammy Awards, peaked at #10 on the US… Read More 
I've been a long
A long way from here
Put on a poncho, played for mosquitoes
And drank 'til I was thirsty again
We went searchin'
Through thrift store jungles
Found Geronimo's rifle, Marilyn's shampoo
And Benny Goodman's corset and pen

Well, okay, I made this up
I promised you I'd never give up

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

You get down
Real low down
You listen to Coltrane, derail your own train
Well, who hasn't been there before?
I come 'round
Around the hard way
Bring you comics in bed, scrape the mold off the bread
And serve you French toast again

Well, okay, I still get stoned
I'm not the kind of girl you'd take home

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

We've been far
Far away from here
Put on a poncho, played for mosquitoes
And everywhere in-between

Well, okay, we get along
So what if right now everything's wrong?

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

Oh, oh-oh","female vocalists, rock, pop, singer-songwriter, alternative"
75,76,"""As I Lay Me Down""",Sophie B. Hawkins,"18 ContributorsAs I Lay Me Down LyricsAs I Lay Me Down peaked at #6 on the Billboard Hot 100 in 1995 and was certified Platinum.
It felt like springtime
On this February morning
In a courtyard
Birds were singing your praise
I'm still recalling things you said
To make me feel all right
I carry them with me today now

As I lay me down to sleep
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name
Into the sky
And I will wake up happy

I wonder why
I feel so high
Though I am not above the sorrow
Heavy-hearted
'Til you call my name
And it sounds like church bells
Or the whistle of a train
On a summer evening
I want to meet you barefoot
Barely breathing

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy
Oh, darling
As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

It's not too near for me
Like a flower I need the rain
Though it's not clear to me
Every season has its change
And I will see you
When the sun comes out again

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy
I wonder why (ooh la kah koh)

Mmm, the sun comes out again (ooh la kah koh)
When the sun comes out again
When the sun comes out again
When the sun comes out
Oh, the sun comes out again
When the sun comes out","female vocalists, pop, singer-songwriter, 90s, alternative"
76,77,"""Keep On, Keepin' On""",MC Lyte featuring Xscape,"20 ContributorsKeep On Keepin’ On LyricsThis song is about continuing to do what you’ve always done and never stopping.
This also Lyte’s highest charting single in the U.S. and also became her second single to achieve a gold certification from the… Read More 
B-boy, where the fuck you at?
I been looking for your ass since a quarter past
Hot peas and butter, baby, come and get your supper
Before I make you suffer, that's when you had enough-a
Can I get hot when you hit the jackpot
Surely I can if you the man
I get loose and produce large amounts of juice
Can you get used to that or do you need a boost of energy
To enter me and get it on
You're getting warm
I can feel you getting closer
Now baby, down this Mimosa
You better believe it's time to give a toast to
The woman of the decade, too bad to be played
Get vexed and I'm bound to throw shade
All over your body
Whose body? Your body
I can rock a party like nobody
Leaving time to take home the loot
Choosy about who I let knock my boot
Now let me take sight to you loving the Lyte
Life ain't all that unless you're doing it right

Keep on, keep keepin' on
'Cause you came and you changed my world
Your love's so brand new
Keep on keep keepin' on
Doin' it right, right, right

Beware of the stare when I step into peace
I come in peace but I got shit that need to be released
Now who from the chosen shall I choose?
Yeah, now you wish you was in his shoes
I found me a new nigga this year
That knows how to handle this here
Now I look forward to going home at night
Brother does me right under the candlelight
Wax upon my back, can I handle all of that?
A-yes, I can, can, why not
If I wanna, yes, I can, can
More honey than a bumblebee hive
Pulling sixty-nine ways out my archive
Sweet like licorice, sugar for my booga
Juicy like Hi-C or an Icee
I got the shit to make your ass write a bad check
'Cause like I said I ain't afraid of the sweat
Beat on my drum if you feel the need to
As I proceed to open up and feed you
I got a longing to put you where you wanna be
Ven aqui and I'll get rid of all company

Keep on, keep keepin' on
'Cause you came and you changed my world
Your love's so brand new
Keep on keep keepin' on
Doin' it right, right, right

Many have tried strict regulations
Lazy motherfuckers get put on probation
Those that didn't perform well
They gets no answer when they ringin', ringin' my bell
You're playing with my time, tryna jerk me
Hurt me then desert me, you better work me
While you got the opportunity
To be in the midst of the L-Y-T-E
Only the strong survive, only the wise excel
Once said by my born-in-hell
Only the lonely die slowly
Left all alone try to control me
Easy does it never ask how was it
Never speak my info of my sheets in the street
'Cause that ain't cool and that ain't cute
To talk about who knocked the boot on a video shoot
But it's all good though, you gotta get it when you want it
Sight your prey, make your move and hop up on it
It's natural, never be ashamed
Fuck the fame, get the name and kick the game

Keep on, keep keepin' on
'Cause you came and you changed my world
Your love's so brand new
Keep on keep keepin' on
Doin' it right, right, right
Keep on, keep keepin' on
'Cause you came and you changed my world
Your love's so brand new
Keep on keep keepin' on
Doin' it right, right, right
Keep on, keep keepin' on
'Cause you came and you changed my world
Your love's so brand new
Keep on keep keepin' on
Doin' it right, right, right","Hip-Hop, rap, old school, hip hop, female vocalists"
77,78,"""Jealousy""",Natalie Merchant,"9 ContributorsJealousy Lyrics
Oooh, jealousy

Is she fine
So well bred
The perfect girl
A social deb
Is she the sort
You've always thought
Could make you
What you're not?

Oooh, jealousy

Is she bright so well read are there novels by her bed
Is she the sort
You've always said
Could satisfy
Your head?

Oooh, jealousy

Does she talk
The way i do
Is her voice reminding you
Of the promises
The little white lies too
Sometimes, tell me
While she's touching you
Just by mistake
Accidentally do you say my name?","female vocalists, folk, singer-songwriter, alternative, pop"
78,79,"""I Want to Come Over""",Melissa Etheridge,"5 ContributorsI Want to Come Over Lyrics
I know you're home
You left your light on
You know I'm here
The night is thin
I know you're alone
I watched the car leave
Your lover is gone
Let me in

Open your back door
I just need to touch you once more
Oh, oh

I wanna come over
To hell with the consequence
You told me you love me
That's all I believe
I wanna come over
It's a need I can't explain
To see you again
I wanna come over

I know your friend
You told her about me
She filled you with fear
Some kind of sin
How can you turn
Denying the fire?
Lover I burn
Let me in

Open your back door
I just need to touch you once more
Oh, oh

I wanna come over
To hell with the consequence
You told me you love me
That's all I believe
I wanna come over
It's a need I can't explain
To see you again
I wanna come over

Oh
Oh

I know you're confused
I know that you're shaken
You think we'll be lost
Once we begin
I know you're weak
I know that you want me
Lover don't speak
Let me in

I wanna come over
To hell with the consequence
You told me you love me
That's all I believe
I wanna come over
It's a need I can't explain
I wanna come over
To see you
To see you again","rock, female vocalists, singer-songwriter, folk, female vocalist"
79,80,"""Who Do U Love""",Deborah Cox,"3 ContributorsWho Do U Love Lyrics
Hmm
Oh, oh
Ooh, ooh
Oh, yeah
Oh, oh

Last night, I slept alone, I stayed at home
For the first time since you've been gone, baby
No friends to understand, to lend a helping hand
To ease the greatest pain I've ever known

How you walked away so easily
Still remains a mystery to me
Don't you remember that you promised me?
Yes, you promised me that you'd never leave, boy
But you went away, baby, and it's such a shame
How could you turn your back on me? Oh, oh

If you really don't want me (If you don't want me)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?
(Tell me, who do you love, boy?)
If you really don't want me (If you don't want me)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?

I gave, gave everything a man could ever need
I was there whenever you would call me, baby
But somehow, your feelings changed, you don't act the same
I guess you're not the man that I once knew at all

How you walked away so easily
Still remains a mystery to me
Don't you remember that you promised me?
Yes, you promised me that you'd never leave, boy
Now the love is gone, baby
Tell me what went wrong
How could you leave me hanging on? Oh, baby

If you really don't want me (If you don't want me)
If you really don't need me (Oh, oh, oh)
If you really don't love me, then who do you love?
(Tell me, who do you love? Yeah)
If you really don't want me (If you don't want me)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?
(Tell me, yeah, ooh)
If you really don't want me (If you don't want me)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?
(Tell me, who do you, who do you love, boy?)
If you really don't want me (If you don't want me)
If you really don't need me (Oh, no)
If you really don't love me, then who do you love? (Tell me, who do you love?)

I once was blind, but baby, now I see, yeah (Now I see)
That I'm not the one who can fill your every need (Fill your need)
I painted a picture so clear, it's reality (Reality)
Now I know, yes, I know
That you're not the one for me, oh baby

If you really don't want me
If you really don't need me (Ah yeah)
If you really don't love me, then who do you love?
(Who do you love, baby?)
If you really don't want me (If you don't want me)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?

How could you walk away from me?
Baby, you promised you will never leave
Slept alone since you've been gone
The greatest pain I've ever known (Who do you love?)

If you really don't want me
Oh baby, oh baby, oh yeah
If you really don't love me, then who do you love?
(Oh, oh baby)
If you really don't want me
If you really don't need me (If you don't love me)
If you really don't love me, then who do you love?
(Tell me, tell me, who do you love, boy?)
If you really don't want me (Oh, baby)
If you really don't need me (If you don't need me)
If you really don't love me, then who do you love?","rnb, soul, female vocalists, pop, dance"
80,81,"""Un-Break My Heart""",Toni Braxton,"34 ContributorsTranslationsDeutschEspañolUn-Break My Heart Lyrics“Un-Break My Heart” is Toni Braxton’s 2nd single released via LaFace Records off of her second studio album, Secrets, with Diane Warren as the writer of this ballad. Braxton, however, expressed dislike for… Read More 
La, la, la, la, la, la, la
Ah, ah
Ah-aye-aye, yeah, yeah

Don't leave me in all this pain
Don't leave me out in the rain
Come back and bring back my smile
Come and take these tears away
I need your arms to hold me now
The nights are so unkind
Bring back those nights when I held you beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many nights
Un-break my heart
My heart

Take back that sad word goodbye
Bring back the joy to my life
Don't leave me here with these tears
Come and kiss this pain away
I can't forget the day you left
Time is so unkind
And life is so cruel without you here beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many nights
Un-break my heart
Oh-oh-oh, ooh!

Don't leave me in all this pain
Don't leave me out in the rain
Bring back the nights when I held you beside me

Ooh, un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many, many nights
Ooh, un-break my
Un-break my heart, oh, baby
Come back and say you love me
Un-break my heart, sweet darlin'
Without you, I just can't go on

Say that you love me, say that you love me, tell me you love me
Un-break my- (Can't go on)
Say that you love me, say that you love me, tell me you love me
Un-break my-
Say that you love me, say that you love me, tell me you love me
Un-break my-
Say that you love me, say that you love me, tell me you love me
Un-break my-","soul, rnb, female vocalists, pop, 90s"
81,82,"""This Is Your Night""",Amber,"9 ContributorsThis Is Your Night Lyrics“This Is Your Night” is a song recorded by Dutch-German singer Amber, released as the lead single from her debut album of the same name. The song gained popularity worldwide and was featured in the 1998… Read More 
Da be da be da di da en da
Da be da be da di da en da
Da be da be da di da en da
Da be da be da di da en da

This is your night
Dancing free until the morning light
Together forever 'cause this is your night
And everything is gonna be alright
Oh yeah
So in love with you
Oh yeah
It's too good to be true
Oh yeah
Feeling so brand new
Oh yeah

You captured my heart, you're the key to my life
A vision of our love that made me survive
Creating the mood that we're in is surreal
It's time to move up and to face what I feel

This is your night
Dancing free until the morning light
Together forever 'cause this is your night
And everything is gonna be alright
Oh yeah
So in love with you
Oh yeah
It's too good to be true
Oh yeah
Feeling so brand new
Oh yeah

Imagine my spirit, the one that you call
I'm ready to stand up and ready to fall
I can't run away, so attracted by you
I may be your girl and I'll be so true
Oh-oh

This is your night
Dancing free until the morning light
Together forever 'cause this is your night
And everything is gonna be alright
Oh yeah
So in love with you
Oh yeah
It's too good to be true
Oh yeah
Feeling so brand new
Oh yeah

Da be da be da di da en da
Da be da be da di da en da
Da be da be da di da en da
Da be da be da di da en da

This is your night
Dancing free until the morning light
Together forever 'cause this is your night
And everything is gonna be alright
Oh yeah
So in love with you
Oh yeah
It's too good to be true
Oh yeah
Feeling so brand new
Oh yeah
This is your night
Dancing free until the morning light
Together forever 'cause this is your night
And everything is gonna be alright","Post-Metal, dance, eurodance, pop, post-hardcore"
82,83,"""You Remind Me of Something""",R. Kelly,"21 ContributorsYou Remind Me of Something LyricsRobert’s explanation of the song’s titular metaphor:
 The song is a compliment to women…We fellas love our jeeps.
You remind me of something
I just can't think of what it is

You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby

It's something about your love that's got me going crazy
Baby, you know I want you real bad
And girl, I really like your freaky style, oh baby
How can I be down with you?
So get a little closer to my ride
Oh, I wanna get to know you lady
And hip me up on how to get inside you
Listen, pretty baby

I wanna roll it, roll it, roll it, roll it, yeah
Is all I wanna do for you, baby
Girl, it's something kind of sexy
Going on about you, babe

You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby
You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby

Now I would like to take you on a ride tonight
Girl, you know we'll have so much fun
And give you everything your body needs
Satisfaction guaranteed
So pull up to my bumper and let the system sound
Girl, I betcha I can drive you crazy
And let me be the one to drop you off
Babe, listen to me

I wanna roll it, roll it, roll it, roll it, yeah
Is all I wanna do for you, baby
Girl, it's something kind of sexy
Going on about you, babe

You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby
You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby
You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby

Don't be alone, don't be alone
I'm comin' through your door
Turn off the lights, turn off the lights, baby
It's something about this moment

You remind me of my jeep, I wanna ride it
Something like my sound, I wanna pump it
Girl you look just like my cars, I wanna wax it
And something like my bank account
I wanna spend it, baby","rnb, soul, Hip-Hop, rap, hip hop"
83,84,"""Runaway""",Janet Jackson,"13 ContributorsRunaway Lyrics“Runaway” is the lead single from Janet Jackson’s first greatest hits collection Design of a Decade 1986/1996. The single showed up just on the heels of “Scream,” her larger-than-life collaboration with… Read More 
Excuse me
There we go

I've seen the world, been to many places
Made lots of friends, many different races
I've had such fun around the world it's true
African skies with a Nairobi mood
I fell asleep in Tuscany and dreamed
The one thing missing was you

Runaway with me, my love
Yeah, yeah, yeah, yeah!
Runaway with me, my love
Yeah, yeah, yeah, yeah!

I woke up with an Australian breeze
And danced the dance with Aborigines
Oh, under the moon glow, down in Mexico
I dreamed, one thing was missing that's you

Runaway with me, my love
Yeah, yeah, yeah, yeah!
Runaway with me, my love
Yeah, yeah, yeah, yeah!

We'll sail the waters of many colors
Won't need no compass, love will guide our way
Don't need nobody, long as we got each other
No need to hurry, we've got everyday
I want to share the world with you, you see
Springtime in Paris feels so good to me
Oh, this is for me reality, so please
Make all my wishes come true

Runaway with me, my love
Yeah, yeah, yeah, yeah!

And I just know we'll have a good time, yeah
And I just know we'll have a good time, yeah
Oh, please come with me
And I just know we'll have a good time, yeah
It'll be fun walking in the rain in Spain
And I just know we'll have a good time, yeah
(Ooh, didn't quite hit the note!
That wasn't such a good time!)
And I just know we'll have a good time, yeah
Don't you think so? I do!
And I just know we'll have a good time, yeah","pop, rnb, female vocalists, dance, soul"
84,85,"""Set U Free""",Planet Soul,"3 ContributorsSet U Free Lyrics
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free

Come into my planet soul
Come into my planet soul
Come into my planet soul
Come into my planet soul

Take me down, fill me up
Give me ecstasy, not enough
I am what you need, do it with me
In this world of hate, I can fill you up
I can clear the rain, I can be your dream
Baby, share it with me, I can make you scream
Baby, baby, baby
I can be your dream

Come into my planet soul
Come into my planet soul
Set you free
Set you free
Set you free
Set you free

Get it out, keep it up
Baby, feel it with me, loosen up
Make me feel the heat, give it to me
We can get there the same, tell me when to come
I can be there again, I can make you my friend
It will never end, I can be there again
Baby, baby, baby
I can make you scream

Come into my planet soul
Come into my planet soul
Come into my planet soul
Come into my planet soul
Do it to me now
Do it to me now
Do it to me now
Do it to me now

Ecstasy, ecstasy, ecstasy, ecstasy
Express to me, if you feel ecstasy
This high is for you and me
Gravity, energy, make me feel good
So do it, and welcome to my planet soul
Planet, planet, planet soul
Planet, planet, planet soul
Planet, planet, planet soul

Come into my planet soul
Come into my planet soul
Come into my planet soul
Come into my planet soul
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free
Set you free","dance, House, 90s, miami, pop"
85,86,"""Hit Me Off""",New Edition,"15 ContributorsHit Me Off Lyrics
Alright y'all
You ain't got to ask nobody
Yeah
We got cha open
Come on, baby, you drive me crazy

She's the finest thing I've ever seen
Looking like a natural queen
I said, ""Let me take you for a ride, umm, baby
To the other side, we can do just what you like girl""

We can get started as long as you're ready, baby
As long as you're ready, babe
Anyway you want it

Hit me off
Hit me off
Hit me off
Come on, baby
You drive me crazy
Hit me off
Freak ya like this

You got me open, got me jonin' for an episode
Come on, baby, you drive me crazy
Let's spend an hour in the shower
When it's nice and wet I'm ready for your love

So who's making moves 'cause I'm
Looking at you and I like it
Ooh, anyway you want it, girl

Hit me off
Hit me off
Come on, baby
Hit me off
Hit me off
Come on, baby
You drive me crazy
Hit me off
Come on, baby

Now check it
I'm taking no loses, now I'm the boss
And I see you flossing my way
With the grace all up in my face so I say
""What's up love? How you doing?
What you think about me and you screwin'?""
Naw but wait, let's make a date, plans for dinner
I'm down to take it slow 'cause you know that she's a winner, uhh
Got me feinin' for the cream, don't you know?
I'm movin' in slow but keep it low, low, low
Yeah, yeah, yeah, baby boo
Yo, what's up with you?
Word around camp is that you like it with two
I wanna freak it, but first I'm gonna take a peak at it
Grab it, stab it, 'cause you know I got's to have it
So hit me

Hit me off
Hit me off
I got my mind on my money
Yo, the booty's on me
Come on, baby
You drive me crazy
Hit me off
Come on, baby

I got my mind on my money
And the booty's on me
I got my mind on my money
And the booty's on me

Hit me off
Hit me off
Come on, baby
Hit me off
Hit me off
I got my mind on my money
And the booty's on me

Hit me off
Come on, baby
You drive me crazy
Hit me off
Come on, baby","rnb, 80s, soul, new jack swing, pop"
86,87,"""No One Else""",Total,"6 ContributorsNo One Else Lyrics
There you are, lookin' at me
Tell me, what you want this to be
It could be everything that your heart desires
All you gotta do is stick around for a while

There's so many things that I wanna do
Take you all around, it's all up to you
If you take my hand and just follow me
There's no telling what we could be
Just you and me, yeah

I don't need no one else but you
Tell me what you want me to do
(Tell me what you want me to do, ooh)
I don't need no one else but you (No one)
You gotta believe me, 'cause what I say is true

Could you be all that I need?
Show me what I need to see
If it's alright with you, tell me now, baby
We can take this all the way, just tell me how

There's so many things that I wanna do
Take you all around, it's all up to you
If you take my hand, and just follow me
There's no telling what we can be, just you and me, mhm

I don't need no one else but you
(I don't need no one else)
Tell me what you want me to do
(Just tell me what you want me to do)
I don't need no one else but you (No one)
You gotta believe me, 'cause what I say is true

If you wanna just take your time
I'll understand, just tell me why
If it's alright with you, I'll let you lead the way
No need to wait, baby, don't hesitate

For what it's worth I'ma keep bustin'
Keep puffin', and loving nothin'
If I die I'ma be high, no tears all of a sudden, bluffin'
Never finger on the lever selling records
In J. Boogie leather ready to wreck a nigga whenever
What I need is that scholar that could capitalize my dollar
Capital size, when it hit, it make me wanna holler
I do run run my mouthpiece with a vengeance
Start repenting if you didn't in the beginning
You should hit your knees, and do whatever pleases you
Long as you pleasing me, I'm all you need, nigga
The decoy watch Brat kill and destroy
You the last one to fuck with So So Def and Bad Boy

I don't need no one else but you
(Hey, no one else but you, baby)
You gotta believe me (Believe me), 'cause what I say is true (Oh)
I don't need no one else but you
(I don't need no one)
Tell me what you want me to do
(Baby, no one else but you) (What you want me to do?)
I don't need no one else but you (Yeah)
You gotta believe me (Believe me), 'cause what I say is true
(Hey, hey)

I don't need no one, baby, as long as I have you (Baby)
You gotta believe me baby, 'cause what I say is true
(Believe me, baby; believe me, baby)
I don't need no one, baby (Oh), you're the only one for me
I don't need nobody else, baby, can't you see? (Can't you see? No)
I don't need no one else but you","russian, female vocalists, russian rock, rock, rnb"
87,88,"""My Boo""",Ghost Town DJ's,"60 ContributorsMy Boo LyricsThe Ghost Town DJs' one-hit wonder, “My Boo,” is about a girl fantasizing about a guy. The song is the only record Ghost Town DJ’s ever released.
The song peaked at #31 on the Billboard Hot 100 in 1996. 20… Read More 
Boy, you should know that
I've got you on my mind
Your secret admirer
I've been watching you

At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovin' strong, gonna give my all to you
At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your love is strong gonna give my all to you

Every day I pray my heart can win
Every night I pray I can call you my man (Yeah, yeah, yeah)
I need you, I want you, to have you, hold you, squeeze you
So I'm going out every weekend just to see my boo again

At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your love is strong, gonna give my all to you
At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your love is strong gonna give my all to you

These feelings I have for you can go deeper if you can come
Correct with your game boy (No, no), no, you can't be lame, boy
But if you can please me then my love will come easy
I'll do anything you want, freak me boy, I'm thinking of you

At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovin' strong, gonna give my all to you
At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your love is strong, gonna give my all to you

Boy you've got all I need from what I see
And boy every night I am constantly thinking of you

At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovin' strong, gonna give my all to you
At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovein' strong, gonna give my all to you

At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovin' strong, gonna give my all to you
At night I think of you
I want to be your lady, maybe
If your game is on give me a call, boo
If your lovein' strong, gonna give my all to you","rnb, Hip-Hop, 90s, hip hop, USA"
88,89,"""Get Money""",Junior M.A.F.I.A. featuring The Notorious B.I.G.,,"Hip-Hop, rap, Gangsta Rap, east coast rap, hip hop"
89,90,"""That Girl""",Maxi Priest featuring Shaggy,"5 ContributorsThat Girl Lyrics

The girl has got the touch!
What she got is a little something mmmm
That kind of girl
Maxi Priest just make them know, YUH!

She's the kind of woman who lets you know
When she knows what she wants, she won't let go
Takes you to a place of your fantasy
Walks you to the door, but she holds the key
CHORUS
That girl (ooh), that kind of girl (Gangsta kind of lover)
That girl (ooh), that kind of girl (Mm, smooth type of girl)

No matter who you are or what you do
She knows how to click in everything you do
She can make you hot when it's cold outside
Take you on a high, even make you fly

That girl (ooh), that kind of girl (Gangsta kind of lover)
That girl (ooh), that kind of girl (Mmmm)

She's outspoken, I'm heartbroken
Just the kind of girl to keep my love life rolling
She's outspoken, I'm heartbroken
Just the kind of girl to keep my, that that that-

Girl to make you break your silence and speak
Just a glimpse upon the silhouette, my knees get weak
Mm-mmmm, baby, baby so unique
A reggaematic lover lover make her life complete

That girl (ooh), that kind of girl (That kind of lover)
That girl (ooh), that kind of girl (So, say what!)

She's the kind of woman who knows the street
And even under pressure, she's smooth and sweet (Mm-hm)
No complications, just attitude
Believe in what she's got and she won't get used

That girl (ooh), that kind of girl (Sexy kind of lover)
That girl (ooh), (Uh!) that kind of girl

Well I'm weak to her touch, so vulnerable to her blush
Love struck, that girl, I got an instant crush
You can call me a lush, infatuation or just lust
The girl possess the stuff to make the man dem ooh-aah

Holy Moses, Lord, it could have been me
Caught up in this trap I didn't wanna be (I know!)
But I ain't no fool, I was one step ahead (Yeah!)
I had to let go cause I was over my head

That girl (ooh), that kind of girl (Gangsta kind of lover)
That girl (ooh), that kind of girl (Cause she's the Shaggy kind of girl)
That girl (ooh), (I gotta let her know), that kind of girl (Sexy kind of lover)
That girl (ooh), (Let them know), that kind of girl (Maxi kind of girl)

Say, she's outspoken, I'm heartbroken
Just the kind of girl to keep my love life flowin'
She's outspoken, I'm heartbroken
She's the kind of girl to keep my, that-that girl

That girl (ooh), (I gotta let her know)
That kind of girl (She's the kind of girl that captivates your soul)

That girl (ooh), oh!
That kind of girl (A rude girl type of lover, chaaa)
That girl (ooh)
That kind of girl (Shaggy and Maxi Priest definitely pon the girls dem case)
That girl (ooh), (That girl)
That kind of girl (She bang the arrow off'a Cupid)","reggae, pop, smooth reggae, lovers rock, rnb"
